pageid	domain	title
2039	en.wikipedia.org	Avionics
2041	en.wikipedia.org	Ares
2042	en.wikipedia.org	Alexander Grothendieck
2047	en.wikipedia.org	Alcoholics Anonymous
2049	en.wikipedia.org	Alpha compositing
2052	en.wikipedia.org	Array (data structure)
2053	en.wikipedia.org	Advance Australia Fair
2062	en.wikipedia.org	Amerigo Vespucci
2063	en.wikipedia.org	Aristide Maillol
2065	en.wikipedia.org	Auguste Rodin
2067	en.wikipedia.org	Ann Arbor, Michigan
2070	en.wikipedia.org	Act of Settlement 1701
2075	en.wikipedia.org	Aircraft hijacking
2077	en.wikipedia.org	Adam Weishaupt
2078	en.wikipedia.org	Acorn Electron
2080	en.wikipedia.org	A Fire Upon the Deep
2082	en.wikipedia.org	Aeronautics
2084	en.wikipedia.org	Acts of the Apostles
2085	en.wikipedia.org	Assyria
2087	en.wikipedia.org	Ark
2088	en.wikipedia.org	Aphasia
2089	en.wikipedia.org	Aorta
2093	en.wikipedia.org	Abimelech
2100	en.wikipedia.org	Applesoft BASIC
2102	en.wikipedia.org	Arizona Cardinals
2103	en.wikipedia.org	Atlanta Falcons
2104	en.wikipedia.org	Heathenry in the United States
2108	en.wikipedia.org	Adalbert of Prague
2110	en.wikipedia.org	Ælfheah of Canterbury
2113	en.wikipedia.org	Axiom of regularity
2115	en.wikipedia.org	AppleTalk
2116	en.wikipedia.org	Apple II series
2118	en.wikipedia.org	AVL tree
2122	en.wikipedia.org	Astrology
2125	en.wikipedia.org	Algebraic extension
2126	en.wikipedia.org	Ani DiFranco
2130	en.wikipedia.org	Aesthetics
2134	en.wikipedia.org	Ark of the Covenant
2137	en.wikipedia.org	Aster CT-80
2141	en.wikipedia.org	Atari ST
2142	en.wikipedia.org	List of artificial intelligence projects
2144	en.wikipedia.org	Aaliyah
2148	en.wikipedia.org	Armoured fighting vehicle
2151	en.wikipedia.org	Anton Drexler
2152	en.wikipedia.org	All Quiet on the Western Front
2154	en.wikipedia.org	African Americans
2162	en.wikipedia.org	Afrikaans
2167	en.wikipedia.org	Alford plea
2174	en.wikipedia.org	Arsenal F.C.
2175	en.wikipedia.org	American cuisine
2178	en.wikipedia.org	Atlantis
2179	en.wikipedia.org	Autobiography
2180	en.wikipedia.org	Arcadius
2185	en.wikipedia.org	Arabs
2186	en.wikipedia.org	Armadillo
2187	en.wikipedia.org	Antisemitism in the Arab world
2192	en.wikipedia.org	August 11
2193	en.wikipedia.org	Arcology
2194	en.wikipedia.org	April 5
2195	en.wikipedia.org	April 20
2197	en.wikipedia.org	Amstrad CPC
2201	en.wikipedia.org	Aage Bohr
2202	en.wikipedia.org	Analytic geometry
2204	en.wikipedia.org	Arabic alphabet
2207	en.wikipedia.org	Angels in art
2208	en.wikipedia.org	Arctic fox
2210	en.wikipedia.org	Folklore of the United States
2215	en.wikipedia.org	Sid Meier's Alpha Centauri
2216	en.wikipedia.org	Abu Sayyaf
2217	en.wikipedia.org	Armenian language
2218	en.wikipedia.org	Additive synthesis
2219	en.wikipedia.org	Aircraft carrier
2221	en.wikipedia.org	Apicomplexa
2222	en.wikipedia.org	Argentine cuisine
2224	en.wikipedia.org	April 8
2226	en.wikipedia.org	Ad hominem
2233	en.wikipedia.org	Ælle of Sussex
2234	en.wikipedia.org	Atari
2236	en.wikipedia.org	Acadia University
2237	en.wikipedia.org	Steel-string acoustic guitar
2238	en.wikipedia.org	Antipope John XXIII
2241	en.wikipedia.org	Antonio Salieri
2244	en.wikipedia.org	Cobble Hill Tunnel
2245	en.wikipedia.org	Annapolis Valley
2246	en.wikipedia.org	Analgesic
2250	en.wikipedia.org	Abiotic stress
2251	en.wikipedia.org	Accusative case
2257	en.wikipedia.org	Apostolic succession
2268	en.wikipedia.org	Chemistry of ascorbic acid
2273	en.wikipedia.org	AFC Ajax
2274	en.wikipedia.org	Arthur Eddington
2279	en.wikipedia.org	April 3
2282	en.wikipedia.org	Alexis Korner
2287	en.wikipedia.org	Armored car (military)
2289	en.wikipedia.org	AZ Alkmaar
2296	en.wikipedia.org	Adrenal gland
2299	en.wikipedia.org	A360media
2303	en.wikipedia.org	Aramaic
2304	en.wikipedia.org	Saint Titus
2308	en.wikipedia.org	Actinide
2310	en.wikipedia.org	Arthur Miller
2313	en.wikipedia.org	Anton Diabelli
2314	en.wikipedia.org	Anita Hill
2316	en.wikipedia.org	Audio file format
2321	en.wikipedia.org	Area 51
2322	en.wikipedia.org	Audio signal processing
2323	en.wikipedia.org	Amdahl's law
2326	en.wikipedia.org	April 27
2328	en.wikipedia.org	Ayahuasca
2330	en.wikipedia.org	Abbe number
2335	en.wikipedia.org	Adamic language
2338	en.wikipedia.org	Rise and Fall of the City of Mahagonny
2341	en.wikipedia.org	Alkaloid
2343	en.wikipedia.org	Adventism
2345	en.wikipedia.org	Archbishop of Canterbury
2346	en.wikipedia.org	Albion, Michigan
2348	en.wikipedia.org	Anointing of the sick
2349	en.wikipedia.org	Abstract data type
2357	en.wikipedia.org	American Football League
2358	en.wikipedia.org	AS Roma
2360	en.wikipedia.org	Abu Nidal Organization
2362	en.wikipedia.org	Antibody
2369	en.wikipedia.org	Aston Martin
2371	en.wikipedia.org	Albert Pike
2376	en.wikipedia.org	Abdul Rashid Dostum
2377	en.wikipedia.org	Andhra Pradesh
2380	en.wikipedia.org	Accelerated Graphics Port
2382	en.wikipedia.org	Aalen
2383	en.wikipedia.org	Alois Alzheimer
2384	en.wikipedia.org	Aedile
2386	en.wikipedia.org	American Airlines
2388	en.wikipedia.org	Antidepressant
2391	en.wikipedia.org	Akio Morita
2392	en.wikipedia.org	Anode
2395	en.wikipedia.org	April 11
2397	en.wikipedia.org	Anthony Hopkins
2398	en.wikipedia.org	Ardal O'Hanlon
2400	en.wikipedia.org	AMD
2402	en.wikipedia.org	Albrecht Dürer
2403	en.wikipedia.org	Australian rules football
2405	en.wikipedia.org	Aon (company)
2408	en.wikipedia.org	Analytical chemistry
2411	en.wikipedia.org	A cappella
2416	en.wikipedia.org	Athanasian Creed
2417	en.wikipedia.org	Alicante
2418	en.wikipedia.org	August 4
2422	en.wikipedia.org	Ann Widdecombe
2425	en.wikipedia.org	Aurangzeb
2427	en.wikipedia.org	Alexandrine
2428	en.wikipedia.org	Analog computer
2431	en.wikipedia.org	Minute and second of arc
2433	en.wikipedia.org	Alberto Giacometti
2439	en.wikipedia.org	Anthem
2440	en.wikipedia.org	Albrecht Altdorfer
2441	en.wikipedia.org	House of Ascania
2443	en.wikipedia.org	Acceleration
2444	en.wikipedia.org	Conservation and restoration of cultural property
2447	en.wikipedia.org	Anton Chekhov
2457	en.wikipedia.org	Apoptosis
2460	en.wikipedia.org	Anal sex
2466	en.wikipedia.org	Aarau
2467	en.wikipedia.org	Aargau
2471	en.wikipedia.org	Ababda people
2472	en.wikipedia.org	American Quarter Horse
2473	en.wikipedia.org	Abacá
2475	en.wikipedia.org	Abadeh
2477	en.wikipedia.org	Abakan
2482	en.wikipedia.org	Arc de Triomphe
2493	en.wikipedia.org	Anthroposophy
2494	en.wikipedia.org	Aurochs
2499	en.wikipedia.org	Asynchronous Transfer Mode
2502	en.wikipedia.org	Acantharea
2503	en.wikipedia.org	African National Congress
2504	en.wikipedia.org	Amphetamine
2508	en.wikipedia.org	Artillery
2510	en.wikipedia.org	Arnulf of Carinthia
2511	en.wikipedia.org	Alexanderplatz
2512	en.wikipedia.org	Asian Development Bank
2514	en.wikipedia.org	Aswan
2524	en.wikipedia.org	Airbus A300
2528	en.wikipedia.org	Adenylyl cyclase
2543	en.wikipedia.org	Alexander Kerensky
2544	en.wikipedia.org	Ansgar
2547	en.wikipedia.org	Agent Orange
2553	en.wikipedia.org	Ab urbe condita
2560	en.wikipedia.org	Administrative law
2563	en.wikipedia.org	Arthur Phillip
2564	en.wikipedia.org	April 10
2575	en.wikipedia.org	André the Giant
2577	en.wikipedia.org	Adrastea (moon)
2581	en.wikipedia.org	Apache HTTP Server
2583	en.wikipedia.org	Arbroath Abbey
2593	en.wikipedia.org	Accounting
2597	en.wikipedia.org	Arbitration in the United States
2602	en.wikipedia.org	Abano Terme
2607	en.wikipedia.org	Antoine Thomson d'Abbadie
2608	en.wikipedia.org	Abba Mari
2609	en.wikipedia.org	Abbas II of Egypt
2613	en.wikipedia.org	George Abbot (bishop)
2616	en.wikipedia.org	Adware
2621	en.wikipedia.org	Aedicula
2622	en.wikipedia.org	Aedui
2626	en.wikipedia.org	Aegeus
2627	en.wikipedia.org	Aegina
2628	en.wikipedia.org	Aegis
2629	en.wikipedia.org	Aegisthus
2632	en.wikipedia.org	Aelia Capitolina
2635	en.wikipedia.org	Agarose
2637	en.wikipedia.org	Atomic absorption spectroscopy
2639	en.wikipedia.org	Arthur St. Clair
2640	en.wikipedia.org	Ajaccio
2642	en.wikipedia.org	Ajanta Caves
2645	en.wikipedia.org	Ajmer
2662	en.wikipedia.org	Affiliation (family law)
2665	en.wikipedia.org	Affray
2668	en.wikipedia.org	Afyonkarahisar
2670	en.wikipedia.org	Abba Arikha
2674	en.wikipedia.org	Abd al-Latif al-Baghdadi
2676	en.wikipedia.org	Abd al-Rahman I
2678	en.wikipedia.org	Abd al-Rahman III
2681	en.wikipedia.org	Abdulaziz
2685	en.wikipedia.org	Abdera, Thrace
2695	en.wikipedia.org	Abdur Rahman Khan
2699	en.wikipedia.org	Aberavon (UK Parliament constituency)
2701	en.wikipedia.org	Aberdare
2703	en.wikipedia.org	Aberration (astronomy)
2704	en.wikipedia.org	Optical aberration
2705	en.wikipedia.org	Amy Grant
2709	en.wikipedia.org	Aberdeen, South Dakota
2712	en.wikipedia.org	Aberdour
2714	en.wikipedia.org	Aberfoyle, Stirling
2717	en.wikipedia.org	Abertillery
2720	en.wikipedia.org	Abeyance
2722	en.wikipedia.org	Anders Celsius
2723	en.wikipedia.org	Adam Carolla
2724	en.wikipedia.org	Autocorrelation
2726	en.wikipedia.org	Atlas Autocode
2733	en.wikipedia.org	April 25
2734	en.wikipedia.org	April 24
2735	en.wikipedia.org	April 7
2736	en.wikipedia.org	Andalusia
2740	en.wikipedia.org	Abiathar
2745	en.wikipedia.org	Azad Kashmir
2747	en.wikipedia.org	Arabian Sea
2752	en.wikipedia.org	Aspartame
2754	en.wikipedia.org	AutoCAD DXF
2756	en.wikipedia.org	Asexual reproduction
2761	en.wikipedia.org	Alkene
2762	en.wikipedia.org	Allenes
2763	en.wikipedia.org	Alkyne
2766	en.wikipedia.org	Ames test
2767	en.wikipedia.org	ACE inhibitor
2779	en.wikipedia.org	Atari 2600
2780	en.wikipedia.org	Atari 5200
2782	en.wikipedia.org	Atari Jaguar
2783	en.wikipedia.org	Atari Lynx
2784	en.wikipedia.org	Ahimsa
2786	en.wikipedia.org	Andrei Sakharov
2787	en.wikipedia.org	Astrobiology
2790	en.wikipedia.org	Air show
2792	en.wikipedia.org	Anthropic principle
2795	en.wikipedia.org	Australian Army
2799	en.wikipedia.org	American Registry for Internet Numbers
2807	en.wikipedia.org	Active Directory
2813	en.wikipedia.org	Aragonese language
2815	en.wikipedia.org	Advanced Mobile Phone System
2823	en.wikipedia.org	Antiderivative
2830	en.wikipedia.org	Abjuration
2834	en.wikipedia.org	A Vindication of the Rights of Woman
2835	en.wikipedia.org	Afghan Hound
2836	en.wikipedia.org	Azawakh
2838	en.wikipedia.org	Acrylic paint
2839	en.wikipedia.org	Angular momentum
2840	en.wikipedia.org	Plum pudding model
2844	en.wikipedia.org	Atomic theory
2847	en.wikipedia.org	Aung San Suu Kyi
2851	en.wikipedia.org	Abraham Joshua Heschel
2853	en.wikipedia.org	Aberdeen Bestiary
2858	en.wikipedia.org	Aircraft spotting
2861	en.wikipedia.org	Advertising
2864	en.wikipedia.org	Archaeoastronomy
2865	en.wikipedia.org	Andrzej Sapkowski
2866	en.wikipedia.org	Ammeter
2869	en.wikipedia.org	Anxiolytic
2870	en.wikipedia.org	Antipsychotic
2875	en.wikipedia.org	Archduke Charles, Duke of Teschen
2883	en.wikipedia.org	Active Server Pages
2889	en.wikipedia.org	Amorphous solid
2890	en.wikipedia.org	A Wizard of Earthsea
2893	en.wikipedia.org	Alex Lifeson
2905	en.wikipedia.org	Artemis
2909	en.wikipedia.org	Albinism in humans
2911	en.wikipedia.org	Amr Diab
2919	en.wikipedia.org	Anaïs Nin
2923	en.wikipedia.org	AIM (software)
2927	en.wikipedia.org	Albanians
2928	en.wikipedia.org	Association for Computing Machinery
2934	en.wikipedia.org	Anabaptism
2936	en.wikipedia.org	Southeast Alaska
2939	en.wikipedia.org	Interior Alaska
2940	en.wikipedia.org	And did those feet in ancient time
2942	en.wikipedia.org	A Little Night Music
2943	en.wikipedia.org	Dual wield
2947	en.wikipedia.org	Anoa
2950	en.wikipedia.org	Anyone Can Whistle
2952	en.wikipedia.org	Alcopop
2955	en.wikipedia.org	Alkali
2956	en.wikipedia.org	Ain't I a Woman? (book)
2957	en.wikipedia.org	AMOS (programming language)
2959	en.wikipedia.org	Arcadia 2001
2961	en.wikipedia.org	Convex uniform honeycomb
2963	en.wikipedia.org	Assassination
2965	en.wikipedia.org	Alcoholism
2972	en.wikipedia.org	Abstraction
2974	en.wikipedia.org	Abelian group
2975	en.wikipedia.org	Anti-Ballistic Missile Treaty
2983	en.wikipedia.org	Austria-Hungary
2987	en.wikipedia.org	Acts of Union 1707
2988	en.wikipedia.org	Admiralty (United Kingdom)
2992	en.wikipedia.org	Amputation
2994	en.wikipedia.org	Anemometer
2995	en.wikipedia.org	Archaeopteryx
2999	en.wikipedia.org	Arthur Laurents
3003	en.wikipedia.org	Adrian Lamo
3010	en.wikipedia.org	Alan Jay Lerner
3012	en.wikipedia.org	Al Capp
3014	en.wikipedia.org	Analcime
3017	en.wikipedia.org	Alexey Pajitnov
3019	en.wikipedia.org	ʻAbdu'l-Bahá
3022	en.wikipedia.org	Autonomous building
3027	en.wikipedia.org	Anubis
3032	en.wikipedia.org	A Funny Thing Happened on the Way to the Forum
3034	en.wikipedia.org	Aleut
3035	en.wikipedia.org	Alaska Native Claims Settlement Act
3036	en.wikipedia.org	Adoptionism
3038	en.wikipedia.org	Acid–base reaction
3040	en.wikipedia.org	Abu al-Faraj al-Isfahani
3043	en.wikipedia.org	Alcobaça, Portugal
3044	en.wikipedia.org	Amphisbaena
3046	en.wikipedia.org	Amyl nitrite
3049	en.wikipedia.org	Autumn
3052	en.wikipedia.org	Alameda, California
3054	en.wikipedia.org	Alpha helix
3055	en.wikipedia.org	Accrington
3058	en.wikipedia.org	Armageddon
3060	en.wikipedia.org	Athlon
3068	en.wikipedia.org	Muslim conquests of Afghanistan
3070	en.wikipedia.org	Durrani Empire
3074	en.wikipedia.org	Androphagi
3075	en.wikipedia.org	Albert Brooks
3076	en.wikipedia.org	Antares
3077	en.wikipedia.org	Aldebaran
3078	en.wikipedia.org	Altair
3079	en.wikipedia.org	Australian Broadcasting Corporation
3080	en.wikipedia.org	Alexandria
3082	en.wikipedia.org	Alexandria, Indiana
3083	en.wikipedia.org	Alexandria, Louisiana
3087	en.wikipedia.org	Alexandria, West Dunbartonshire
3092	en.wikipedia.org	Akira Toriyama
3093	en.wikipedia.org	Epsilon Ursae Majoris
3104	en.wikipedia.org	Amiga 1000
3107	en.wikipedia.org	Asymptote
3111	en.wikipedia.org	Ariane 5
3112	en.wikipedia.org	Arianespace
3116	en.wikipedia.org	Accumulator (computing)
3117	en.wikipedia.org	Abu Zubaydah
3118	en.wikipedia.org	Arithmetic
3120	en.wikipedia.org	Andersonville, Georgia
3129	en.wikipedia.org	Algebraic closure
3130	en.wikipedia.org	Advanced Power Management
3134	en.wikipedia.org	Aspirated consonant
3138	en.wikipedia.org	Atlanta
3143	en.wikipedia.org	Axiology
3144	en.wikipedia.org	A Doll's House
3147	en.wikipedia.org	AIM-120 AMRAAM
3149	en.wikipedia.org	AGM-88 HARM
3152	en.wikipedia.org	AIM-54 Phoenix
3155	en.wikipedia.org	Lockheed AC-130
3160	en.wikipedia.org	Alternative algebra
3162	en.wikipedia.org	Arbitrage
3165	en.wikipedia.org	ACF Fiorentina
3168	en.wikipedia.org	Afrobeat
3170	en.wikipedia.org	Arithmetic function
3172	en.wikipedia.org	ANSI C
3173	en.wikipedia.org	Alien and Sedition Acts
3192	en.wikipedia.org	Adin Steinsaltz
3198	en.wikipedia.org	A. E. Housman
3201	en.wikipedia.org	Attribution of recent climate change
3205	en.wikipedia.org	Adaptive expectations
3209	en.wikipedia.org	Mexican tetra
3211	en.wikipedia.org	Atom probe
3212	en.wikipedia.org	Al Capone
3217	en.wikipedia.org	Army of Darkness
3218	en.wikipedia.org	RUR-5 ASROC
3221	en.wikipedia.org	Ahmed al-Nami
3222	en.wikipedia.org	Ahmed al-Haznawi
3225	en.wikipedia.org	Athanasius of Alexandria
3229	en.wikipedia.org	Outback
3233	en.wikipedia.org	Acceptance testing
3236	en.wikipedia.org	Ansbach
3237	en.wikipedia.org	National Alliance (Italy)
3240	en.wikipedia.org	Arno
3246	en.wikipedia.org	Anthony the Great
3255	en.wikipedia.org	Apostles' Creed
3259	en.wikipedia.org	Amicable numbers
3262	en.wikipedia.org	Agar
3263	en.wikipedia.org	Acid rain
3270	en.wikipedia.org	Albert III, Duke of Saxony
3273	en.wikipedia.org	Arlo Guthrie
3275	en.wikipedia.org	Book of Alma
3277	en.wikipedia.org	Antioxidant
3292	en.wikipedia.org	Brass
3295	en.wikipedia.org	Bonn
3332	en.wikipedia.org	Ballroom dance
3333	en.wikipedia.org	The Birth of a Nation
3335	en.wikipedia.org	Baltic Sea
3336	en.wikipedia.org	Brackish water
3338	en.wikipedia.org	The Bronx
3343	en.wikipedia.org	Belgium
3352	en.wikipedia.org	Blues
3354	en.wikipedia.org	Berlin
3355	en.wikipedia.org	Benjamin Lee Whorf
3363	en.wikipedia.org	Beer
3364	en.wikipedia.org	Bit
3370	en.wikipedia.org	Boron nitride
3374	en.wikipedia.org	Blood on the Tracks
3375	en.wikipedia.org	Love and Theft (Bob Dylan album)
3376	en.wikipedia.org	The Beverly Hillbillies
3378	en.wikipedia.org	Beryllium
3382	en.wikipedia.org	Britney Spears
3383	en.wikipedia.org	Brazil
3385	en.wikipedia.org	Black Forest
3386	en.wikipedia.org	Black Sea
3390	en.wikipedia.org	Bible
3392	en.wikipedia.org	British Columbia
3397	en.wikipedia.org	Bridge
3398	en.wikipedia.org	Beadwork
3401	en.wikipedia.org	Board game
3403	en.wikipedia.org	Bead weaving
3406	en.wikipedia.org	Branchiopoda
3408	en.wikipedia.org	Baruch Spinoza
3410	en.wikipedia.org	Bird
3411	en.wikipedia.org	...Baby One More Time (album)
3415	en.wikipedia.org	Bulgaria
3416	en.wikipedia.org	Bryozoa
3419	en.wikipedia.org	Bay leaf
3422	en.wikipedia.org	Burgess Shale
3427	en.wikipedia.org	Beavis and Butt-Head
3430	en.wikipedia.org	Bulletin board system
3439	en.wikipedia.org	Piano Trio, Op. 97 (Beethoven)
3446	en.wikipedia.org	Bomber
3447	en.wikipedia.org	Cue sports
3450	en.wikipedia.org	Bursa
3451	en.wikipedia.org	The Bahamas
3453	en.wikipedia.org	Baker Island
3454	en.wikipedia.org	Bangladesh
3455	en.wikipedia.org	Barbados
3457	en.wikipedia.org	Belarus
3458	en.wikipedia.org	Belize
3459	en.wikipedia.org	Benin
3460	en.wikipedia.org	Bermuda
3462	en.wikipedia.org	Bolivia
3463	en.wikipedia.org	Bosnia and Herzegovina
3464	en.wikipedia.org	Botswana
3466	en.wikipedia.org	Brunei
3469	en.wikipedia.org	British Virgin Islands
3470	en.wikipedia.org	Burkina Faso
3477	en.wikipedia.org	Economy of the Bahamas
3514	en.wikipedia.org	Government of Barbados
3535	en.wikipedia.org	Telecommunications in Belarus
3537	en.wikipedia.org	Armed Forces of Belarus
3538	en.wikipedia.org	Foreign relations of Belarus
3545	en.wikipedia.org	Telecommunications in Belgium
3546	en.wikipedia.org	Transport in Belgium
3565	en.wikipedia.org	Economy of Benin
3605	en.wikipedia.org	Demographics of Bosnia and Herzegovina
3606	en.wikipedia.org	Politics of Bosnia and Herzegovina
3607	en.wikipedia.org	Economy of Bosnia and Herzegovina
3609	en.wikipedia.org	Transport in Bosnia and Herzegovina
3610	en.wikipedia.org	Armed Forces of Bosnia and Herzegovina
3613	en.wikipedia.org	Geography of Botswana
3614	en.wikipedia.org	Demographics of Botswana
3615	en.wikipedia.org	Politics of Botswana
3616	en.wikipedia.org	Economy of Botswana
3617	en.wikipedia.org	Telecommunications in Botswana
3631	en.wikipedia.org	Geography of Brazil
3633	en.wikipedia.org	Politics of Brazil
3634	en.wikipedia.org	Economy of Brazil
3635	en.wikipedia.org	Telecommunications in Brazil
3636	en.wikipedia.org	Transport in Brazil
3637	en.wikipedia.org	Brazilian Armed Forces
3638	en.wikipedia.org	Foreign relations of Brazil
3652	en.wikipedia.org	Economy of the British Virgin Islands
3661	en.wikipedia.org	Economy of Brunei
3662	en.wikipedia.org	Telecommunications in Brunei
3668	en.wikipedia.org	Geography of Bulgaria
3670	en.wikipedia.org	Politics of Bulgaria
3671	en.wikipedia.org	Economy of Bulgaria
3674	en.wikipedia.org	Bulgarian Armed Forces
3677	en.wikipedia.org	Geography of Burkina Faso
3678	en.wikipedia.org	Demographics of Burkina Faso
3680	en.wikipedia.org	Economy of Burkina Faso
3681	en.wikipedia.org	Telecommunications in Burkina Faso
3683	en.wikipedia.org	Burkina Faso Armed Forces
3696	en.wikipedia.org	Demographics of Burundi
3697	en.wikipedia.org	Politics of Burundi
3698	en.wikipedia.org	Economy of Burundi
3700	en.wikipedia.org	Transport in Burundi
3705	en.wikipedia.org	Bosporus
3708	en.wikipedia.org	Brussels
3711	en.wikipedia.org	Bell (disambiguation)
3713	en.wikipedia.org	Bjarne Stroustrup
3717	en.wikipedia.org	Brain
3722	en.wikipedia.org	Berlin Wall
3729	en.wikipedia.org	Burning glass
3733	en.wikipedia.org	Bhangra (music)
3735	en.wikipedia.org	Beastie Boys
3736	en.wikipedia.org	British Isles
3738	en.wikipedia.org	Basque language
3740	en.wikipedia.org	Björn Ulvaeus
3741	en.wikipedia.org	Benny Andersson
3742	en.wikipedia.org	Bluetooth
3746	en.wikipedia.org	Blade Runner
3747	en.wikipedia.org	Bill Gates
3755	en.wikipedia.org	Boron
3756	en.wikipedia.org	Bromine
3757	en.wikipedia.org	Barium
3760	en.wikipedia.org	Bauxite
3764	en.wikipedia.org	Bavaria
3765	en.wikipedia.org	Brandenburg
3772	en.wikipedia.org	BMW
3776	en.wikipedia.org	Bornholm
3780	en.wikipedia.org	Bal Thackeray
3785	en.wikipedia.org	Bille August
3789	en.wikipedia.org	Bitola
3793	en.wikipedia.org	Battle of Bosworth Field
3794	en.wikipedia.org	Brassicaceae
3801	en.wikipedia.org	Earned run
3802	en.wikipedia.org	Base on balls
3806	en.wikipedia.org	Hit by pitch
3807	en.wikipedia.org	Hit (baseball)
3808	en.wikipedia.org	On-base percentage
3809	en.wikipedia.org	Sacrifice fly
3811	en.wikipedia.org	Stolen base
3812	en.wikipedia.org	Plate appearance
3817	en.wikipedia.org	Boogie Down Productions
3821	en.wikipedia.org	Binary-coded decimal
